SalesKey,DateKey,ProductKey,VendorKey,RegionKey,WarehouseKey,CustomerSegmentKey,Units,Revenue,COGS,DiscountValue
103,20260419,84,85,3,9,1,3,210.79,87.78,11.09
104,20250928,776,56,2,6,3,5,398.01,211.65,70.24
105,20230619,82,20,1,10,4,4,1138.4,673.44,59.92
106,20230130,359,96,5,5,1,2,313.52,128.62,0.0
107,20231010,47,107,2,3,1,5,1129.7,787.2,0.0
108,20230710,572,99,1,4,1,5,456.38,292.55,24.02
109,20241227,583,111,5,10,1,3,520.81,321.03,27.41
110,20251102,591,43,2,2,1,5,540.22,396.95,28.43
111,20241008,614,22,1,4,4,1,10.84,5.73,0.0
112,20240319,547,30,3,7,4,2,786.92,348.48,0.0
113,20230417,231,102,5,2,1,6,1142.34,743.94,0.0
114,20240512,104,68,2,1,1,2,285.32,163.84,31.7
115,20240501,292,128,4,9,1,1,324.11,142.14,0.0
116,20260612,12,11,2,7,3,2,525.94,234.3,0.0
117,20240613,303,111,1,8,1,4,378.61,186.4,42.07
118,20251026,167,131,2,3,2,2,472.1,205.18,0.0
119,20250427,778,45,5,5,1,4,994.72,578.12,0.0
120,20230219,513,22,6,9,4,4,1020.92,482.84,0.0
121,20250927,720,101,4,6,1,7,2873.43,1136.17,0.0
122,20250915,445,4,4,10,2,3,708.54,317.43,0.0
123,20230702,153,81,2,9,4,2,179.98,125.74,0.0
124,20240226,209,126,1,2,1,8,2037.2,941.28,0.0
125,20240822,654,93,2,2,2,5,1062.43,654.55,55.92
126,20240420,617,138,4,5,1,7,705.95,349.16,0.0
127,20240811,526,65,3,2,1,7,123.83,53.55,0.0
128,20230822,167,131,3,2,3,4,944.2,410.36,0.0
129,20231128,365,14,1,3,4,22,6548.96,3254.68,0.0
130,20250213,141,97,1,1,4,1,212.89,93.03,11.2
131,20230814,529,129,1,5,1,5,369.8,190.95,0.0
132,20240414,799,144,3,9,1,6,1034.1,586.2,0.0
133,20230327,664,125,1,8,2,2,58.14,40.94,0.0
134,20240421,289,133,1,5,3,4,180.37,130.64,31.83
135,20230905,758,2,1,9,2,5,1742.5,684.35,0.0
136,20260422,526,65,2,5,4,6,106.14,45.9,0.0
137,20260105,506,87,1,5,1,11,543.18,370.92,0.0
138,20250721,216,21,2,8,3,3,1009.62,448.56,0.0
139,20230327,770,116,6,1,4,3,276.9,112.08,0.0
140,20260608,353,37,1,10,2,5,1150.0,621.45,0.0
141,20250630,192,91,1,7,1,5,711.4,358.35,0.0
142,20250430,611,21,3,6,1,4,478.4,206.88,0.0
143,20240729,17,122,2,7,1,4,924.8,388.88,0.0
144,20240205,430,22,2,7,3,6,581.52,270.42,0.0
145,20251125,186,68,1,6,1,4,768.08,437.24,0.0
146,20231016,22,109,1,7,3,3,316.38,154.5,0.0
147,20240921,685,131,2,1,1,4,566.6,380.92,0.0
148,20241228,302,92,3,10,1,7,666.12,346.71,0.0
149,20250918,522,42,4,1,1,3,296.8,153.03,15.62
150,20230611,678,78,2,1,1,2,266.62,102.64,0.0
151,20230215,657,133,4,7,4,1,176.77,123.48,31.19
152,20240420,757,31,2,1,1,6,711.06,359.04,0.0
153,20240203,12,11,1,7,1,2,525.94,234.3,0.0
154,20230215,104,68,2,8,4,5,752.92,409.6,39.63
155,20250523,199,91,2,6,1,1,108.1,56.22,19.08
156,20251202,343,99,1,5,1,3,52.65,21.06,0.0
157,20250514,613,99,2,1,1,8,350.74,160.8,18.46
158,20231018,793,34,1,10,3,4,547.96,351.92,0.0
159,20260124,434,128,1,1,2,4,546.16,368.2,0.0
160,20230703,252,124,2,10,1,5,91.18,77.8,39.07
161,20230819,104,68,1,1,2,4,570.64,327.68,63.4
162,20250703,543,63,3,10,2,6,984.96,395.34,0.0
163,20230923,27,16,1,7,1,1,110.98,42.93,0.0
164,20230927,534,71,3,4,1,5,558.85,314.6,0.0
165,20230102,154,74,2,1,1,5,1287.05,770.4,0.0
166,20250629,233,147,2,10,4,4,587.28,351.4,0.0
167,20230728,683,25,1,10,1,5,2133.35,858.9,0.0
168,20240714,706,81,2,9,1,9,1232.46,748.89,0.0
169,20251003,781,82,5,8,2,5,252.7,98.95,0.0
170,20260331,760,88,3,7,1,3,964.56,385.2,0.0
171,20250906,577,101,3,6,1,7,2048.83,1183.84,0.0
172,20230913,148,60,1,5,4,2,47.47,26.58,5.27
173,20240730,485,87,4,9,1,5,563.4,382.9,62.6
174,20240406,218,19,3,5,1,4,736.02,298.84,38.74
175,20240623,351,8,3,7,1,3,994.34,498.45,52.33
176,20230606,449,113,4,8,1,2,42.96,22.64,2.26
177,20251029,23,61,2,6,1,3,640.26,419.04,0.0
178,20240904,320,129,3,5,1,3,614.7,382.74,0.0
179,20240304,84,85,4,6,2,2,147.92,58.52,0.0
180,20250402,240,24,1,8,1,3,101.98,85.44,43.7
181,20240603,752,29,1,2,1,8,534.66,326.88,133.66
182,20250123,398,14,2,10,1,2,127.48,64.74,14.16
183,20230524,328,62,2,5,1,1,77.81,42.74,0.0
184,20260519,497,85,1,2,1,4,1246.52,495.04,0.0
185,20260609,455,102,2,10,1,2,66.35,45.44,3.49
186,20251001,498,130,2,9,3,4,1176.1,555.16,61.9
187,20251204,602,96,1,3,1,2,153.23,74.0,17.03
188,20240605,716,41,1,6,3,4,370.96,171.64,19.52
189,20240316,255,65,2,9,3,6,1809.52,880.56,95.24
190,20250921,602,96,1,10,1,3,255.39,111.0,0.0
191,20230626,486,75,1,7,1,1,204.27,126.15,0.0
192,20241001,348,93,3,7,1,2,420.26,203.26,46.7
193,20250706,327,123,1,3,2,4,126.12,68.16,0.0
194,20230525,413,54,1,7,1,3,267.14,172.83,29.68
195,20230112,442,54,2,2,1,5,184.1,103.55,0.0
196,20260330,69,32,4,3,1,3,605.04,337.11,0.0
197,20250319,590,9,1,3,2,4,211.97,103.76,52.99
198,20230311,514,130,4,3,2,5,1702.25,770.85,0.0
199,20230219,587,52,4,1,1,2,547.36,309.96,0.0
200,20240102,701,108,1,3,1,6,540.81,324.6,60.09
201,20240505,504,21,1,8,2,3,73.59,45.63,0.0
202,20240312,642,15,1,4,2,2,168.53,81.26,18.73
203,20241009,52,125,3,9,1,4,67.65,56.76,16.91
204,20230403,312,23,5,1,3,5,1027.8,729.15,0.0
205,20241121,275,61,1,7,1,6,209.82,81.72,0.0
206,20250426,729,52,1,7,3,4,1428.12,649.8,0.0
207,20240713,60,88,6,7,1,5,348.05,218.5,0.0
208,20250816,786,79,4,6,4,4,509.68,216.76,0.0
209,20240406,311,47,2,5,3,2,648.9,284.86,72.1
210,20260520,31,55,2,2,1,2,478.04,228.32,84.36
211,20260203,243,31,6,5,1,3,82.78,39.63,9.2
212,20260106,356,84,2,3,1,2,256.86,175.18,0.0
213,20251227,147,3,5,3,3,4,151.14,133.48,64.78
214,20251123,118,25,2,10,3,4,1641.52,686.76,0.0
215,20231128,659,141,3,1,1,15,2483.4,963.45,0.0
216,20251228,36,46,3,7,1,7,1201.98,996.8,300.5
217,20230819,559,86,2,5,3,3,132.29,110.1,33.07
218,20240830,644,39,4,1,4,5,2093.28,885.85,110.17
219,20250202,607,74,3,4,1,2,363.76,258.32,0.0
220,20251006,637,25,3,8,3,1,73.36,40.24,0.0
221,20230320,185,30,6,7,1,4,552.96,332.68,0.0
222,20240303,669,130,2,8,1,4,1025.08,510.28,0.0
223,20240116,232,136,1,8,4,3,851.37,386.94,0.0
224,20250930,26,25,1,3,1,1,287.37,157.64,71.84
225,20240604,122,52,5,3,2,3,492.97,346.32,86.99
226,20250515,48,13,4,10,2,3,230.7,96.87,0.0
227,20240211,294,71,2,10,1,6,1967.44,1057.8,218.6
228,20230704,731,77,5,4,1,2,850.92,332.12,0.0
229,20230701,512,91,3,5,1,3,196.32,100.41,0.0
230,20230918,536,130,1,8,3,1,220.54,126.51,11.61
231,20230214,273,24,1,4,1,3,476.04,279.66,52.89
232,20250322,727,12,3,4,1,6,161.62,110.04,17.96
233,20240309,256,26,1,3,1,5,487.22,275.65,54.14
234,20231002,94,25,6,10,1,5,53.05,36.05,5.9
235,20230704,420,100,1,6,2,3,368.34,194.97,0.0
236,20241023,58,131,1,3,1,4,114.3,80.16,12.7
237,20230502,463,12,2,1,3,6,1098.36,470.34,122.04
238,20230119,479,28,2,1,2,3,759.81,439.92,0.0
239,20250823,314,35,3,7,2,3,650.7,474.69,72.3
240,20230905,108,116,5,8,1,5,122.45,66.05,0.0
241,20230106,486,75,1,8,1,1,204.27,126.15,0.0
242,20260327,787,101,5,3,2,4,756.81,376.0,133.55
243,20250727,250,117,4,9,1,3,670.86,402.21,0.0
244,20260624,654,93,3,4,1,2,447.34,261.82,0.0
245,20250731,182,147,2,9,3,5,807.15,413.4,0.0
246,20251228,750,83,3,10,3,2,38.45,20.66,6.79
247,20230827,252,124,4,7,1,4,88.57,62.24,15.63
248,20230413,86,72,2,5,1,1,11.99,7.08,0.0
249,20250627,620,113,3,5,2,2,283.28,114.24,0.0
250,20250402,95,117,4,3,1,5,382.15,193.5,0.0
251,20260117,445,4,2,5,2,1,236.18,105.81,0.0
252,20230402,778,45,6,6,2,2,497.36,289.06,0.0
253,20251016,770,116,1,10,1,1,78.46,37.36,13.84
254,20240315,792,145,3,7,1,3,362.84,237.09,64.03
255,20251106,731,77,2,3,4,4,1701.84,664.24,0.0
256,20240509,717,104,1,8,4,4,149.96,76.64,0.0
257,20241007,350,37,2,5,1,2,371.03,196.64,19.53
258,20230415,204,101,4,8,2,4,466.85,313.12,82.39
259,20240828,537,74,1,7,1,4,452.66,306.84,50.3
260,20230315,227,67,2,9,3,2,555.98,356.68,29.26
261,20241126,159,148,1,2,1,3,394.27,178.41,20.75
262,20231023,183,83,4,8,1,6,156.48,68.4,0.0
263,20260515,179,148,1,9,2,4,161.56,90.88,0.0
264,20250824,501,72,1,10,1,4,669.12,467.68,0.0
265,20260429,729,52,5,10,1,3,1071.09,487.35,0.0
266,20240703,723,46,1,4,2,4,1571.6,694.96,0.0
267,20231209,743,118,2,1,1,3,876.94,538.35,154.75
268,20260619,493,5,2,1,1,5,457.2,254.1,0.0
269,20250325,781,82,1,1,1,2,80.86,39.58,20.22
270,20241106,352,7,5,7,1,4,1089.12,443.24,0.0
271,20250705,726,65,2,10,2,7,1731.56,919.38,192.4
272,20260507,251,45,1,7,1,1,350.95,158.75,0.0
273,20250615,262,106,1,3,2,1,237.84,126.9,0.0
274,20230801,52,125,6,10,1,3,63.42,42.57,0.0
275,20240629,753,77,1,4,1,4,1224.72,492.0,0.0
276,20230925,325,30,1,5,1,5,1007.24,469.3,111.92
277,20231031,666,33,4,7,1,4,886.2,461.0,0.0
278,20260309,198,109,4,8,2,3,185.37,99.24,0.0
279,20251126,278,31,1,8,1,1,255.97,136.75,0.0
280,20240401,370,143,3,1,1,2,447.41,228.82,78.95
281,20241212,540,101,1,4,1,2,659.38,319.34,0.0
282,20250401,299,113,3,9,2,4,48.2,20.72,0.0
283,20250214,675,77,1,7,1,4,1180.74,562.88,62.14
284,20240210,799,144,2,5,1,4,654.93,390.8,34.47
285,20230507,56,15,3,2,3,2,532.04,275.56,0.0
286,20240310,150,116,1,7,2,1,107.86,69.73,0.0
287,20230816,133,138,1,6,2,6,945.84,459.24,0.0
288,20250613,350,37,2,10,1,6,1113.1,589.92,58.58
289,20250429,436,123,1,7,1,2,564.1,247.24,62.68
290,20250215,293,17,1,10,2,3,1271.28,508.98,0.0
291,20250603,767,52,1,3,4,3,85.44,49.56,4.5
292,20241220,573,85,3,8,2,14,2045.68,1224.3,0.0
293,20250914,190,26,5,8,1,2,92.08,36.94,0.0
294,20240319,409,14,1,8,3,2,307.75,226.0,131.89
295,20230414,142,144,3,4,1,3,776.82,316.74,0.0
296,20240807,474,28,6,3,1,3,856.83,376.71,0.0
297,20250628,229,4,3,8,1,3,506.07,335.97,0.0
298,20260322,611,21,3,9,1,4,478.4,206.88,0.0
299,20260604,629,131,5,10,4,3,587.55,259.65,65.28
300,20230715,547,30,1,1,2,4,1101.69,696.96,472.15
301,20260222,565,146,6,10,1,4,162.48,86.8,0.0
302,20240831,781,82,1,1,2,5,252.7,98.95,0.0
303,20241231,157,138,1,5,2,2,34.22,23.7,0.0
304,20231204,438,44,5,5,2,2,81.98,52.84,0.0
305,20230510,788,61,3,4,1,3,505.05,322.53,0.0
306,20250316,543,63,1,1,3,3,492.48,197.67,0.0
307,20250808,678,78,5,4,2,3,399.93,153.96,0.0
308,20240511,601,109,6,7,1,2,34.98,19.4,0.0
309,20250827,41,76,1,9,1,3,816.9,475.29,0.0
310,20250509,165,49,1,3,1,5,1003.68,471.0,111.52
311,20241224,512,91,2,10,1,9,530.06,301.23,58.9
312,20260417,471,78,1,9,4,6,207.0,99.12,0.0
313,20250502,359,96,1,1,1,4,627.04,257.24,0.0
314,20260503,563,26,5,9,2,10,411.4,241.1,0.0
315,20260209,405,122,3,2,1,5,1174.8,745.55,0.0
316,20230517,341,109,2,6,1,3,161.46,62.13,0.0
317,20260113,791,31,4,10,1,4,822.13,424.2,91.35
318,20250802,454,78,5,4,4,2,614.84,349.2,32.36
319,20260330,696,45,4,1,2,2,289.9,155.46,72.48
320,20230912,47,107,3,9,3,3,677.82,472.32,0.0
321,20250609,495,99,1,3,1,4,84.92,50.64,0.0
322,20250119,651,123,3,1,2,2,136.56,87.64,0.0
323,20250414,675,77,1,5,1,5,1398.24,703.6,155.36
324,20250726,275,61,1,9,3,4,139.88,54.48,0.0
325,20251118,446,52,4,1,1,3,135.03,60.84,7.11
326,20230321,187,62,2,5,1,4,1026.64,486.12,0.0
327,20251009,439,97,4,9,1,3,1052.52,484.17,0.0
328,20240305,760,88,3,6,1,2,643.04,256.8,0.0
329,20231126,631,55,2,9,1,4,1067.28,436.76,0.0
330,20250523,333,54,2,7,1,3,900.03,462.15,47.37
331,20251201,649,85,1,3,3,3,802.44,372.45,0.0
332,20231020,580,105,2,10,2,4,960.53,466.84,169.51
333,20240229,47,107,2,10,1,3,677.82,472.32,0.0
334,20250219,2,35,1,10,2,6,652.74,445.32,0.0
335,20241107,365,14,1,4,1,2,595.36,295.88,0.0
336,20241210,138,113,2,4,1,4,1148.28,679.92,0.0
337,20230301,654,93,1,6,3,4,894.68,523.64,0.0
338,20260301,439,97,5,8,1,4,1263.02,645.56,140.34
339,20230615,583,111,1,8,1,2,365.48,214.02,0.0
340,20260115,71,49,2,1,1,2,162.9,85.64,0.0
341,20230115,165,49,2,8,2,6,1338.24,565.2,0.0
342,20250923,658,29,6,9,3,1,277.36,173.73,0.0
343,20241021,702,123,2,5,2,5,1302.7,581.75,0.0
344,20230628,77,45,3,4,1,7,1454.29,1085.07,76.54
345,20231231,712,103,1,9,3,2,235.98,93.72,0.0
346,20231021,319,19,2,10,2,6,1701.06,815.34,0.0
347,20240509,251,45,2,9,1,1,333.4,158.75,17.55
348,20231210,91,35,3,3,1,5,957.7,515.85,0.0
349,20240815,192,91,1,5,4,5,711.4,358.35,0.0
350,20250817,343,99,2,10,1,6,73.71,42.12,31.59
351,20250422,489,73,1,1,1,2,517.42,218.12,0.0
352,20250416,180,47,1,3,1,2,45.11,33.58,5.01
353,20260504,303,111,3,4,1,4,420.68,186.4,0.0
354,20240908,435,100,1,6,4,5,1137.0,648.95,0.0
355,20230516,485,87,1,7,4,4,475.76,306.32,25.04
356,20230823,691,19,1,5,1,1,160.49,87.52,0.0
357,20250406,513,22,3,10,1,9,2182.22,1086.39,114.85
358,20240916,271,116,3,6,3,1,163.64,77.82,18.18
359,20230916,527,100,1,1,4,4,277.92,134.84,49.04
360,20250318,380,13,3,10,1,5,1198.1,565.25,0.0
361,20250810,610,4,1,6,4,3,95.82,48.39,0.0
362,20260101,743,118,2,1,4,7,2046.2,1256.15,361.1
363,20240917,476,148,1,3,1,3,705.54,396.72,0.0
364,20250608,394,149,1,10,2,2,319.58,192.3,0.0
365,20230823,800,41,1,1,1,5,693.8,462.7,0.0
366,20260320,780,125,2,2,3,3,234.12,133.83,0.0
367,20241101,391,104,3,5,3,6,346.3,149.34,38.48
368,20230425,113,75,1,9,2,4,476.4,256.52,0.0
369,20230612,40,68,4,1,4,4,985.52,590.36,0.0
370,20230326,121,115,1,2,2,3,896.46,531.39,0.0
371,20260108,158,82,4,10,1,6,463.24,307.14,24.38
372,20240206,174,133,1,6,1,6,1250.46,615.12,0.0
373,20230101,124,149,1,7,1,4,42.86,23.76,2.26
374,20250615,667,117,1,6,3,7,748.51,315.07,0.0
375,20230815,233,147,1,4,1,1,139.48,87.85,7.34
376,20260217,456,7,1,3,1,5,1096.2,562.45,0.0
377,20260216,364,89,2,1,1,3,139.25,73.77,34.81
378,20230606,234,114,2,2,1,3,861.03,392.04,95.67
379,20240301,101,69,5,5,1,1,321.61,132.82,0.0
380,20250503,180,47,4,5,2,3,67.66,50.37,7.52
381,20250925,670,74,6,1,2,4,868.68,652.72,45.72
382,20260412,327,123,4,8,1,2,63.06,34.08,0.0
383,20230803,354,110,1,8,1,5,1061.96,550.65,118.0
384,20260116,581,96,2,4,1,5,232.25,137.35,0.0
385,20230901,701,108,4,9,1,4,380.57,216.4,20.03
386,20251101,426,50,3,4,2,3,247.68,159.27,0.0
387,20240211,456,7,3,6,3,6,1315.44,674.94,0.0
388,20250713,316,85,4,5,1,4,976.0,524.24,0.0
389,20250414,184,124,1,1,1,3,780.12,381.24,137.67
390,20230404,20,40,2,9,1,1,52.23,36.45,2.75
391,20231107,246,47,4,10,3,7,1927.37,849.59,101.44
392,20241113,345,51,1,9,1,2,520.85,218.1,27.41
393,20230401,536,130,1,10,2,3,696.45,379.53,0.0
394,20230526,603,82,5,3,1,6,1370.04,916.08,0.0
395,20230525,389,104,2,3,1,4,55.96,26.68,0.0
396,20251216,238,82,4,8,1,4,930.44,598.0,0.0
397,20230903,121,115,1,7,4,2,597.64,354.26,0.0
398,20250205,550,83,1,1,4,4,690.78,362.64,121.9
399,20230624,386,112,3,2,4,6,1105.02,448.92,0.0
400,20251227,553,9,3,3,1,2,137.98,72.0,0.0
401,20260618,106,130,2,5,1,5,400.7,219.45,0.0
402,20250731,782,88,3,1,3,5,515.0,323.25,0.0
403,20250307,779,134,4,4,3,2,269.94,162.42,0.0
404,20231020,477,114,4,7,1,4,1013.76,493.0,0.0
405,20251121,744,17,3,5,1,3,297.0,133.65,0.0
406,20240706,253,32,1,10,1,3,1310.46,517.71,0.0
407,20240926,615,39,3,3,3,3,323.61,167.19,0.0
408,20250706,429,25,1,6,3,5,976.05,693.95,0.0
409,20260426,592,21,1,6,4,3,536.13,217.5,0.0
410,20230913,258,141,2,10,4,2,60.26,34.84,0.0
411,20231117,525,110,2,3,1,2,667.68,257.54,0.0
412,20251118,255,65,2,1,3,4,1269.84,587.04,0.0
413,20251028,557,136,1,3,1,4,660.16,426.2,0.0
414,20240709,104,68,1,1,1,6,951.06,491.52,0.0
415,20230514,714,67,6,8,1,2,59.86,32.78,0.0
416,20260522,108,116,3,8,2,3,66.12,39.63,7.35
417,20240824,372,145,2,9,4,3,35.82,15.39,0.0
418,20251006,223,73,1,4,1,3,868.05,415.68,0.0
419,20230331,767,52,6,5,4,2,59.96,33.04,0.0
420,20251011,408,35,2,3,3,8,597.36,361.36,0.0
421,20251111,585,114,3,7,1,3,416.31,262.86,73.47
422,20240906,672,9,1,5,3,1,106.54,70.14,0.0
423,20230418,752,29,3,2,2,3,250.62,122.58,0.0
424,20230615,139,126,2,9,2,3,1148.67,458.97,0.0
425,20240803,723,46,3,5,3,5,1964.5,868.7,0.0
426,20240218,105,131,2,2,1,5,1900.95,816.85,0.0
427,20260320,489,73,1,9,4,2,517.42,218.12,0.0
428,20230202,738,140,6,5,1,4,895.4,542.68,0.0
429,20250411,729,52,1,9,1,2,606.95,324.9,107.11
430,20230111,522,42,3,8,3,3,312.42,153.03,0.0
431,20241106,609,3,3,8,1,3,747.45,326.76,0.0
432,20250718,663,98,2,2,2,1,304.83,144.16,0.0
433,20240916,535,51,3,7,1,1,170.95,101.14,0.0
434,20240527,406,122,3,3,2,2,353.28,141.42,0.0
435,20230324,558,10,2,8,1,1,241.4,113.71,0.0
436,20230115,505,56,6,10,2,3,409.12,177.21,21.53
437,20231119,295,22,2,3,1,2,391.12,189.92,43.46
438,20250623,730,7,1,4,1,4,829.81,507.28,43.67
439,20260106,480,38,1,7,1,2,851.36,344.94,0.0
440,20260408,389,104,2,7,4,4,50.36,26.68,5.6
441,20230604,583,111,2,7,1,2,365.48,214.02,0.0
442,20240907,147,3,4,10,1,7,377.86,233.59,0.0
443,20240619,184,124,1,7,1,4,1223.72,508.32,0.0
444,20250610,174,133,3,4,2,3,625.23,307.56,0.0
445,20250515,436,123,2,7,1,4,1253.56,494.48,0.0
446,20250406,485,87,1,5,1,3,262.92,229.74,112.68
447,20240708,799,144,1,7,1,3,517.05,293.1,0.0
448,20251207,768,10,1,7,2,2,506.7,341.64,0.0
449,20250504,153,81,2,2,1,2,125.99,125.74,53.99
450,20250616,717,104,2,6,1,3,112.47,57.48,0.0
451,20260509,446,52,1,9,1,2,94.76,40.56,0.0
452,20241117,561,10,4,7,4,5,1115.75,769.95,0.0
453,20240117,31,55,4,2,4,3,843.6,342.48,0.0
454,20231019,705,141,2,6,1,5,1198.45,755.75,0.0
455,20260515,46,7,1,4,1,6,2030.88,907.86,0.0
456,20230531,646,35,5,2,1,4,810.08,497.52,0.0
457,20240920,338,125,2,9,1,3,643.14,406.86,0.0
458,20240824,636,72,3,7,3,8,1120.32,431.92,0.0
